"PL1331LAGAEJ8H","HGST HDS5C4040ALE630",172.5,0,33,0,0,0
"PL1331LAGB5EHH","HGST HDS5C4040ALE630",174.291666666667,0,28,0,0,0
"PL1331LAGBKTUH","HGST HDS5C4040ALE630",174.291666666667,0,28,0,0,0
"PL1331LAGBTYRH","HGST HDS5C4040ALE630",194.416666666667,0,31,0,0,0
"PL1331LAGEDLSH","HGST HDS5C4040ALE630",174.291666666667,0,29,0,0,0
"PL1331LAGEW2LH","HGST HDS5C4040ALE630",172.5,0,33,0,0,0
"PL1331LAGKL0YH","HGST HDS5C4040ALE630",6.54166666666667,0,24,0,0,0
"PL2331LAGJ5HRJ","HGST HDS5C4040ALE630",4.58333333333333,0,28,0,0,0
"PK1331PAHZZM2S","HGST HDS724040ALE640",559.166666666667,0,31,0,0,0
"PK1331PAJ286ES","HGST HDS724040ALE640",559.166666666667,0,30,0,0,0
"PK1331PAJ28L1S","HGST HDS724040ALE640",559.166666666667,0,27,0,0,0
"PK1331PAJ2A5YS","HGST HDS724040ALE640",559.166666666667,0,30,0,0,0
"PK1331PAJ2L8TS","HGST HDS724040ALE640",559.166666666667,0,25,0,0,0
"PK1331PAJ2NLDS","HGST HDS724040ALE640",559.166666666667,0,29,0,0,0
"PK1331PAJ2NU0S","HGST HDS724040ALE640",559.166666666667,0,28,0,0,0
"PK1331PAJ2TKDS","HGST HDS724040ALE640",559.166666666667,0,28,0,0,0
"PK1331PAJ2U6XS","HGST HDS724040ALE640",559.166666666667,0,26,0,0,0
"PK1331PAJ2U9WS","HGST HDS724040ALE640",559.166666666667,0,29,0,0,0
"PK1331PAJ2V6WS","HGST HDS724040ALE640",559.166666666667,0,30,0,0,0
"PK1331PAJ2VBHS","HGST HDS724040ALE640",559.166666666667,0,26,0,0,0
"PK1331PAJ30TUS","HGST HDS724040ALE640",559.125,0,28,0,0,0
"PK1331PAJ314KS","HGST HDS724040ALE640",559.166666666667,0,29,0,0,0
"PK1331PAJ315NS","HGST HDS724040ALE640",559.166666666667,0,30,0,0,0
"PK1331PAJ31JJS","HGST HDS724040ALE640",559.166666666667,0,29,0,0,0
"PK1331PAJ31K5S","HGST HDS724040ALE640",559.166666666667,0,28,0,0,0
"PK1331PAJ31L8S","HGST HDS724040ALE640",559.166666666667,0,29,0,0,0
"PK1331PAJ31VNS","HGST HDS724040ALE640",559.166666666667,0,25,0,0,0
"PK1331PAJ32H1S","HGST HDS724040ALE640",559.166666666667,0,28,0,0,0
"PK1331PAJ32J4S","HGST HDS724040ALE640",559.166666666667,0,28,0,0,0
"PK1331PAJ3391S","HGST HDS724040ALE640",559.166666666667,0,31,0,0,0
"PK1331PAJ33BDS","HGST HDS724040ALE640",559.166666666667,0,26,0,0,0
"PK1331PAJ33M0S","HGST HDS724040ALE640",559.166666666667,0,25,0,0,0
"PK1331PAJ33Z7S","HGST HDS724040ALE640",559.166666666667,0,26,0,0,0
"PK1331PAJ349YS","HGST HDS724040ALE640",559.166666666667,0,32,0,0,0
"PK1331PAJ356BS","HGST HDS724040ALE640",559.166666666667,0,30,0,0,0
"PK1331PAJ35GSS","HGST HDS724040ALE640",559.166666666667,0,30,0,0,0
"PK1331PAJ35HDS","HGST HDS724040ALE640",559.166666666667,0,30,0,0,0
"PK1331PAJ35HMS","HGST HDS724040ALE640",559.166666666667,0,27,0,0,0
"PK1331PAJ35RHS","HGST HDS724040ALE640",559.166666666667,0,25,0,0,0
"PK1331PAJ35SXS","HGST HDS724040ALE640",559.166666666667,0,28,0,0,0
"PK1331PAJ3669S","HGST HDS724040ALE640",559.166666666667,0,28,0,0,0
"PK1331PAJ36UKS","HGST HDS724040ALE640",559.166666666667,0,27,0,0,0
"PK1331PAJ36ZNS","HGST HDS724040ALE640",559.166666666667,0,31,0,0,0
"PK1331PAJ38XES","HGST HDS724040ALE640",559.166666666667,0,29,0,0,0
"PK1331PAJ3A0WS","HGST HDS724040ALE640",559.166666666667,0,29,0,0,0
"PK1331PAJ3A4BS","HGST HDS724040ALE640",559.166666666667,0,30,0,0,0
"PK1331PAJ3A5YS","HGST HDS724040ALE640",559.166666666667,0,30,0,0,0
"PK1331PAJ3AD1S","HGST HDS724040ALE640",559.166666666667,0,29,0,0,0
"PK1331PAJ3HXSS","HGST HDS724040ALE640",559.166666666667,0,30,0,0,0
"PK1331PAJ3KB0S","HGST HDS724040ALE640",559.166666666667,0,27,0,0,0
"PL1331LAG4013H","HGST HMS5C4040ALE640",866.583333333333,0,33,0,0,0
"PL1331LAG40AJH","HGST HMS5C4040ALE640",866.583333333333,0,32,0,0,0
"PL1331LAG5AR5H","HGST HMS5C4040ALE640",866.583333333333,0,34,0,0,0
